cookie_name,cookie_value,cookie_domain,cookie_path,cookie_secure,cookie_httpOnly,request_url,request_method,request_timestamp,source_url,timestamp,page_title,browser_id,party_type
20M_USER,486700ade2d8454baf2377f4dec9a928,.www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_lr_sampling_rate,0,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_tfpvi,NTJhNmZhYTctMjU0My00NzgzLTk2ODQtOWQwNjlhOTU4ZTVmIzEtMQ%3D%3D,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_lr_geo_location,DE,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_lr_geo_location_state,BE,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
__bs_id,GA1.1.1620895294.1762707599,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
sui_1pc,176270759897821FFB72D31BE5B59743158284EB9E02C1A6C77CC369,www.20minutos.es,/,true,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_lr_retry_request,true,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_SUIPROMETEO,a104ccc1-8942-40bb-bacb-b9e89777aa78,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_lr_env_src_ats,false,www.20minutos.es,/,false,false,https://www.20minutos.es/,GET,2025-11-09T17:59:53.154000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
gig_canary,latest,cdns.eu1.gigya.com,/,true,true,https://cdns.eu1.gigya.com/js/gigya.js?apikey=3_Hob3SXLWsBRwjPFz4f4ZEuxPo2PyeElFMWgWO2EXdBYUqwMk8lxNj78Fi_2VW5cH&lang=es,GET,2025-11-09T17:59:53.546000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
sui_3pc,17627075989845B9591C7F1AF5992E0BCBA898A43F9813686BEB456F,.sensic.net,/,true,false,https://es-config.sensic.net/s2s-web.js,GET,2025-11-09T17:59:55.296000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
gmid,gmid.ver4.AtLt7aeofw.WBpctXtKGTwjQFfdfEevL9-KPgWoIWfqt7dFGH4F8_rGk02i1vfYY1jpBHftMZvk.cu8s908MEMeDkm1k_2guNNAJG_65_UhlJPPMXATVbulRKKY0zqcMpf22aJrS0_Aj0QtSzRFUxKVWJpAvvJ_Q_w.sc3,.gigya.20minutos.es,/,true,true,https://gigya.20minutos.es/accounts.webSdkBootstrap?apiKey=3_Hob3SXLWsBRwjPFz4f4ZEuxPo2PyeElFMWgWO2EXdBYUqwMk8lxNj78Fi_2VW5cH&pageURL=https%3A%2F%2Fwww.20minutos.es%2F&sdk=js_latest&sdkBuild=18063&format=json,GET,2025-11-09T17:59:55.756000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
ucid,I605oX1UCgCisWXlT85ndg,.gigya.20minutos.es,/,true,true,https://gigya.20minutos.es/accounts.webSdkBootstrap?apiKey=3_Hob3SXLWsBRwjPFz4f4ZEuxPo2PyeElFMWgWO2EXdBYUqwMk8lxNj78Fi_2VW5cH&pageURL=https%3A%2F%2Fwww.20minutos.es%2F&sdk=js_latest&sdkBuild=18063&format=json,GET,2025-11-09T17:59:55.756000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
hasGmid,ver4,.gigya.20minutos.es,/,true,false,https://gigya.20minutos.es/accounts.webSdkBootstrap?apiKey=3_Hob3SXLWsBRwjPFz4f4ZEuxPo2PyeElFMWgWO2EXdBYUqwMk8lxNj78Fi_2VW5cH&pageURL=https%3A%2F%2Fwww.20minutos.es%2F&sdk=js_latest&sdkBuild=18063&format=json,GET,2025-11-09T17:59:55.756000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
tt_viewer,9e066fb2-b82d-46fe-9477-fa3d10c50a7c,.teads.tv,/,true,false,https://a.teads.tv/analytics/tag.js,GET,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_SU_PROMETEO,a104ccc1-8942-40bb-bacb-b9e89777aa78,cmanager-prometeo.appspot.com,/,true,false,https://cmanager-prometeo.appspot.com/v1,GET,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
2278_u,629991a3-2fe3-4967-9360-62e34f4ad5c6,.newsroom.bi,/,true,true,https://events.newsroom.bi/ingest.php,POST,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
2278_s,2e4c6d11-31f2-4d62-b67d-0de08b6ee12b,.newsroom.bi,/,true,true,https://events.newsroom.bi/ingest.php,POST,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
2278_lv,null,.newsroom.bi,/,true,true,https://events.newsroom.bi/ingest.php,POST,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
2278_ut,2,.newsroom.bi,/,true,true,https://events.newsroom.bi/ingest.php,POST,2025-11-09T18:03:20.018000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
YSC,ALEBy2aC7Uk,.youtube.com,/,true,true,https://www.youtube.com/iframe_api,GET,2025-11-09T18:03:20.021000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
VISITOR_INFO1_LIVE,GJFLvGEo2Hs,.youtube.com,/,true,true,https://www.youtube.com/iframe_api,GET,2025-11-09T18:03:20.021000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
VISITOR_PRIVACY_METADATA,CgJERRIEEgAgMQ%3D%3D,.youtube.com,/,true,true,https://www.youtube.com/iframe_api,GET,2025-11-09T18:03:20.021000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
__Secure-ROLLOUT_TOKEN,CKGCvt2puLrtfxDbvOzCxeWQAxjbvOzCxeWQAw%3D%3D,.youtube.com,/,true,true,https://www.youtube.com/iframe_api,GET,2025-11-09T18:03:20.021000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
pdid,96fbdf18-f826-45d7-9ec2-1zz1762707574,.richaudience.com,/,true,true,https://shb.richaudience.com/hb/,POST,2025-11-09T18:03:20.022000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
avcid-opx-uid,93b2798b-3671-4ae3-81c3-7e872bc4434f,.richaudience.com,/,true,true,https://shb.richaudience.com/hb/,POST,2025-11-09T18:03:20.022000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
avcid-smw-uid,e2636341a3c6b144660d527eab62ccbd,.richaudience.com,/,true,true,https://shb.richaudience.com/hb/,POST,2025-11-09T18:03:20.022000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
xxuid,773660e6-3a6c-426b-9e37-76a157b639b2,.nexx360.io,/,true,true,https://fast.nexx360.io/booster,POST,2025-11-09T18:03:20.023000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
n360-nextmillennium,61be8241-78bc-420c-8cff-fda2f9aa0c99,.nexx360.io,/,true,true,https://fast.nexx360.io/booster,POST,2025-11-09T18:03:20.023000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
uidod,e30=,.pbs.optidigital.com,/,true,false,https://pbs.optidigital.com/bidder,POST,2025-11-09T18:03:20.024000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
uidadyoulike,eyJ1aWQiOiIzNDYxZjRiYWU0MWUyMDk1MzdhZTU4YzkzMzI1NTc0ZCJ9,.pbs.optidigital.com,/,true,false,https://pbs.optidigital.com/bidder,POST,2025-11-09T18:03:20.024000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
uidtriplelift,eyJ1aWQiOiIyOTI4MTk0MTkxMzkxMzE1NzkzMzEyIn0=,.pbs.optidigital.com,/,true,false,https://pbs.optidigital.com/bidder,POST,2025-11-09T18:03:20.024000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
NMUID,61be8241-78bc-420c-8cff-fda2f9aa0c99,cookies.nextmillmedia.com,/,true,false,https://cookies.nextmillmedia.com/sync?gdpr=1&consentString=CQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA&redirect=https%3A%2F%2Ffast.nexx360.io%2Fsetuid%3Fbidder%3Dnextmillennium%26gdpr%3D1%26gdpr_consent%3DCQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA%26uid%3D%5BNMUID%5D,GET,2025-11-09T18:03:20.036000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
lastSync,2025-11-09 17:00:05,cookies.nextmillmedia.com,/,true,false,https://cookies.nextmillmedia.com/sync?gdpr=1&consentString=CQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA&redirect=https%3A%2F%2Ffast.nexx360.io%2Fsetuid%3Fbidder%3Dnextmillennium%26gdpr%3D1%26gdpr_consent%3DCQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA%26uid%3D%5BNMUID%5D,GET,2025-11-09T18:03:20.036000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
syncedBidders,"{""unruly"":1,""vidazoo"":1}",cookies.nextmillmedia.com,/,true,false,https://cookies.nextmillmedia.com/sync?gdpr=1&consentString=CQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA&redirect=https%3A%2F%2Ffast.nexx360.io%2Fsetuid%3Fbidder%3Dnextmillennium%26gdpr%3D1%26gdpr_consent%3DCQann8AQann8AAHABBENCDFsAP_gAEPgAAiQKANB_C7fbWlr-bZ3YfsEcYwP5dhp5sQxBgbBg2IFDJKQoJwWhmA5JAzANKAKGBIAMmRBIQNlGIBQQUAAIIgBKQDMKAyQIBAIIiAAiAIBAwJICAgrCgggEQAIgGJEElUAmAgBQFJoGNgAggBChSCRIAABAICBAQCoAFEgRAAQAQAAQCxAAwIAqAwAAEsAABkoAAABAAACIiACAAAABQAAQAAEE2AATBQqIISwIEAgEDCCAAAIIggAoEAQAAJAwQEABggIUAYACjAYAAAAAAIEAAAAAQAAgAAEgAAgACAAgEAAEAAEAAYAEAAEABAAABAAgQAAAAQFAAQQAIAAgAEiACgAQIQAAAgADCgAAAAAUgBAAAAAAEBAAAAAAAAQAAAAAAAAQAAhAAEAVAAAAAAAAAAECAAAgAAAAVAAAAAAAgAA.f_wACHwAAAAA%26uid%3D%5BNMUID%5D,GET,2025-11-09T18:03:20.036000,https://20minutos.es,2025-11-09T18:03:23.665548,"20minutos.es | Open Daily | Latest news, local, Spain and the world",20minutos_es,third-party
_ga_V7G5PV7DK0,GS2.1.s1762722068$o1$g0$t1762722068$j60$l0$h0,.5movierulz.tienda,/,false,false,https://www.5movierulz.tienda/,GET,2025-11-09T22:01:06.194000,https://5movierulz.at,2025-11-09T22:01:08.922655,Movierulz | Watch Bollywood and Hollywood Full Movies Online Free,5movierulz_at,third-party
_ga_B9ZTGX4J8S,GS2.1.s1762722068$o1$g0$t1762722068$j60$l0$h0,.5movierulz.tienda,/,false,false,https://www.5movierulz.tienda/,GET,2025-11-09T22:01:06.194000,https://5movierulz.at,2025-11-09T22:01:08.922655,Movierulz | Watch Bollywood and Hollywood Full Movies Online Free,5movierulz_at,third-party
_ga_B1QCYJJ683,GS2.1.s1762722068$o1$g0$t1762722068$j60$l0$h0,.5movierulz.tienda,/,false,false,https://www.5movierulz.tienda/,GET,2025-11-09T22:01:06.194000,https://5movierulz.at,2025-11-09T22:01:08.922655,Movierulz | Watch Bollywood and Hollywood Full Movies Online Free,5movierulz_at,third-party
