domain,page_url,found_type,value,anchor_text,context_snippet,relevance_score,status_code,note,detected_language,language_confidence
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/contact/complaints,Complaints,Business Innovation Culture Travel Earth Video Live Close menu Contact the BBC Menu Contact Home Help and FAQs Comments Complaints About the BBC Choose from these areas for information or help about our programmes and services. Ever fancied being in,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/contact/questions/programme-information,"Channels, schedules and other questions","s. Ever fancied being in the audience for a BBC Show? Visit our BBC Shows site for more information See what's on offer Channels, schedules and other questions Information about issues, programmes or services which we're often asked about. Channels, schedules and other questions",60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/contact/questions/help-using-bbc-services/use-red-button,How do I use the Red Button?,e News Sport Children's Learning More Popular pages Latest TV schedules Find a programme website Can I use BBC content? How do I use the Red Button? Programme ideas BBC iPlayer: Getting started on a TV Popular pages Radio schedules Find a programme website Help with B,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,http://www.bbc.co.uk/programmes/articles/2gRff4xBzCTbpqDKZz8XCJn/contact-bbc-radio,Contact a radio station,ideas BBC iPlayer: Getting started on a TV Popular pages Radio schedules Find a programme website Help with BBC Sounds Contact a radio station Help with podcasts Programme ideas Popular pages Help with your BBC account Help with BBC iPlayer Help with BBC Sounds,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/contact/questions/getting-in-touch/report-technical-fault,Report an error or fault on a BBC website,Help with podcasts Programme ideas Popular pages Help with your BBC account Help with BBC iPlayer Help with BBC Sounds Report an error or fault on a BBC website Using the BBC - Your Information & Privacy Popular pages Discuss or contribute to BBC News Contact BBC News Share stori,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,http://www.bbc.co.uk/usingthebbc/privacy/,Using the BBC - Your Information & Privacy,"r pages Help with your BBC account Help with BBC iPlayer Help with BBC Sounds Report an error or fault on a BBC website Using the BBC - Your Information & Privacy Popular pages Discuss or contribute to BBC News Contact BBC News Share stories, pictures and videos with BBC News Get B",60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,http://www.bbc.co.uk/news/20039682,Contact BBC News,"or or fault on a BBC website Using the BBC - Your Information & Privacy Popular pages Discuss or contribute to BBC News Contact BBC News Share stories, pictures and videos with BBC News Get BBC News alerts BBC News TV guide Contact Newswatch Popular pages",60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/programmes/articles/Ypg5XtqMdkH0lvmL7GtqX6/contact-us,Contact Newswatch,"ute to BBC News Contact BBC News Share stories, pictures and videos with BBC News Get BBC News alerts BBC News TV guide Contact Newswatch Popular pages BBC Sport: Contact, Help & FAQs BBC Sport: Live Guide Catch up on BBC iPlayer Find a sport Help with your",60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/sport/15561348,"BBC Sport: Contact, Help & FAQs","Share stories, pictures and videos with BBC News Get BBC News alerts BBC News TV guide Contact Newswatch Popular pages BBC Sport: Contact, Help & FAQs BBC Sport: Live Guide Catch up on BBC iPlayer Find a sport Help with your BBC account Find out about the BBC Sport app",60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/cbbc/findoutmore/contact-cbbc?collection=cbbc-help,How to contact CBBC,elp with your BBC account Find out about the BBC Sport app Popular pages CBBC help CBeebies: Frequently asked questions How to contact CBBC CBBC iPlayer CBeebies iPlayer CBBC Schedules Popular pages BBC Teach Can I use BBC content? Bitesize Bitesize: Find a s,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/usingthebbc/privacy/,Privacy Policy,esize CBeebies CBBC Food Home News Sport Business Innovation Culture Travel Earth Video Live Terms of Use About the BBC Privacy Policy Privacy Policy Cookies Cookies Accessibility Help Parental Guidance Contact the BBC Make an editorial complaint BBC ema,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.com/usingthebbc/privacy/,Privacy Policy,esize CBeebies CBBC Food Home News Sport Business Innovation Culture Travel Earth Video Live Terms of Use About the BBC Privacy Policy Privacy Policy Cookies Cookies Accessibility Help Parental Guidance Contact the BBC Make an editorial complaint BBC ema,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.co.uk/contact/complaints/,Make an editorial complaint,of Use About the BBC Privacy Policy Privacy Policy Cookies Cookies Accessibility Help Parental Guidance Contact the BBC Make an editorial complaint BBC emails for you Advertise with us Copyright © 2025 BBC. The BBC is not responsible for the content of external sites,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.co.uk/contact,link,https://www.bbc.com/advertisingcontact,Advertise with us,icy Cookies Cookies Accessibility Help Parental Guidance Contact the BBC Make an editorial complaint BBC emails for you Advertise with us Copyright © 2025 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external,60,200,keyword_link,en,0.9292514
bbc.com,https://www.bbc.com/contact,link,https://www.bbc.com/contact/,Contact Home,Contact Home | Contact the BBC Homepage Accessibility links Skip to content Accessibility Help BBC Account Notifications Home News S,60,200,keyword_link,en,0.92925096
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,email,privacy@nytimes.com,,"that supplement this policy ( e.g., Reader Submissions ). If you have questions, please don’t hesitate to contact us at privacy@nytimes.com . You can also review our Privacy F.A.Q. Table of Conten 1. What Information Do We Gather About You? The information we",100,200,text_email,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,email,privacy@theathletic.com,,"ng us at our toll-free number, 1-800-NYTIMES. In order to exercise your choices for The Athletic, click here or contact privacy@theathletic.com . In your request, please be specific. State the information you want changed, whether you’d like your information supp",100,200,text_email,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,mailto,privacy@nytimes.com,privacy@nytimes.com,"that supplement this policy ( e.g., Reader Submissions ). If you have questions, please don’t hesitate to contact us at privacy@nytimes.com . You can also review our Privacy F.A.Q. Table of Conten 1. What Information Do We Gather About You? The information we",100,200,mailto_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,mailto,privacy@theathletic.com,privacy@theathletic.com,"ng us at our toll-free number, 1-800-NYTIMES. In order to exercise your choices for The Athletic, click here or contact privacy@theathletic.com . In your request, please be specific. State the information you want changed, whether you’d like your information supp",100,200,mailto_link,en,0.9058302640914917
nytimes.com,https://www.nytimes.com/,link,https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-The-New-York-Times,Contact Us,bite-sized puzzle in just a few minutes. Site Index Site Information Navigation © 2026 The New York Times Company NYTCo Contact Us Accessibility Work with us Advertise T Brand Studio Privacy Policy Cookie Policy Terms of Service Terms of Sale Site Ma,60,200,keyword_link,en,0.8881136178970337
nytimes.com,https://www.nytimes.com/,link,https://help.nytimes.com/hc/en-us/articles/10940941449492-The-New-York-Times-Company-Privacy-Policy,Privacy Policy,ation Navigation © 2026 The New York Times Company NYTCo Contact Us Accessibility Work with us Advertise T Brand Studio Privacy Policy Cookie Policy Terms of Service Terms of Sale Site Map Canada International Help Subscriptions Manage Privacy Preference,60,200,keyword_link,en,0.8881136178970337
nytimes.com,https://www.nytimes.com/,link,https://www.nytimes.com/privacy/cookie-policy,Cookie Policy,n © 2026 The New York Times Company NYTCo Contact Us Accessibility Work with us Advertise T Brand Studio Privacy Policy Cookie Policy Terms of Service Terms of Sale Site Map Canada International Help Subscriptions Manage Privacy Preferences,60,200,keyword_link,en,0.8881136178970337
nytimes.com,https://www.nytimes.com/,link,https://www.nytimes.com/privacy/manage-settings,Manage Privacy Preferences,and Studio Privacy Policy Cookie Policy Terms of Service Terms of Sale Site Map Canada International Help Subscriptions Manage Privacy Preferences,60,200,keyword_link,en,0.8881136178970337
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,link,https://www.nytimes.com/2019/10/15/homepage/contact-newsroom.html,Send Coverage Feedback or Story Ideas,problem Explain my bill Cancel Subscription News and Editorial Send a Confidential News Tip Report an Error in Coverage Send Coverage Feedback or Story Ideas Submit to Our Editorial Pages Additional Contact Information International Print Edition Customer Care International Di,60,200,keyword_link,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,link,https://subscribe.inyt.com/contact-us,International Print Edition Customer Care,an Error in Coverage Send Coverage Feedback or Story Ideas Submit to Our Editorial Pages Additional Contact Information International Print Edition Customer Care International Digital Subscriptions Customer Care Group Digital Subscriptions Copyright Licensing The New York Times Ma,60,200,keyword_link,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,link,https://help.nytimes.com/hc/en-us/articles/115014792927-International-Subscriber-Contact-Information,International Digital Subscriptions Customer Care,k or Story Ideas Submit to Our Editorial Pages Additional Contact Information International Print Edition Customer Care International Digital Subscriptions Customer Care Group Digital Subscriptions Copyright Licensing The New York Times Mailing Address Tell us what we can improve - Please,60,200,keyword_link,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,link,https://help.nytimes.com/hc/en-us/articles/115015385887,Contact Us,us what we can improve - Please do not submit personal information through this form. © 2025 The New York Times Company Contact Us Work with us Advertise Privacy Policy Cookie Policy Terms of Service Terms of Sale Sitemap Subscriptions,60,200,keyword_link,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,link,https://www.nytimes.com/privacy/privacy-policy,Privacy Policy,not submit personal information through this form. © 2025 The New York Times Company Contact Us Work with us Advertise Privacy Policy Cookie Policy Terms of Service Terms of Sale Sitemap Subscriptions,60,200,keyword_link,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,form,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,Contact Customer Care,cing system issues. Please try again at a later time. HELP CENTER Your Account | NYTimes.com Contact the New York Times Contact Customer Care We’re here to help and answer any questions you might have. Contact Customer Care COMMON TOPICS Help logging in Update,60,200,button_form_candidate,en,0.9568871259689331
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://help.nytimes.com/10940941449492-The-New-York-Times-Company-Privacy-Policy-copy-439/version/1?kb_language=en_US,click here,"e Controller of Your Personal Information? We are updating our Privacy Policy on January 20, 2026. To review it, please click here . Last Updated on August 8, 2025 At The New York Times Company, our mission is to seek the truth and help people unders",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://www.nytimes.com/privacy,Privacy F.A.Q.,"missions ). If you have questions, please don’t hesitate to contact us at privacy@nytimes.com . You can also review our Privacy F.A.Q. Table of Conten 1. What Information Do We Gather About You? The information we gather about you depends on the context.",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://policies.google.com/technologies/ads?hl=en,related Google privacy policy,"ased on your visit to nytimes.com and other sites. You can opt out of the use of certain Google cookies by visiting the related Google privacy policy . You can find a list of some of the service providers and third parties with whom we work, and opt out links in some c",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://www.nytimes.com/privacy/third-party,here,Removal of Content for California Minors 5. How Long Do You Retain Data? 6. How Do You Protect My Information? 7. Are There Guidelines for Children? 8. How Is Information Transferred Internationally? 9. What Is Our Legal Basis? 10. What about,60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://liveramp.com/privacy/,here,Removal of Content for California Minors 5. How Long Do You Retain Data? 6. How Do You Protect My Information? 7. Are There Guidelines for Children? 8. How Is Information Transferred Internationally? 9. What Is Our Legal Basis? 10. What about,60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://www.fisglobal.com/en/privacy,Worldpay,"two ways this can happen: We collect your information and provide it to the third-party service for processing (such as Worldpay ). The third-party service collects your information for processing. vii. In the event of a reorganization, merger, sal",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://help.nytimes.com/115003860627-Contact-The-New-York-Times/115015385887-Contact-The-New-York-Times,contact customer care.,"ectly by The Athletic, you must separately manage your communications preferences on your The Athletic settings page or contact customer care. • Mail or Telephone Promotions You can ask us to unsubscribe from our mail or telephone solicitations. In some jurisdic",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-us,chat with us,"ask us to not share your information with third parties for marketing purposes. To do so, call us at 1-800-698-4637 or chat with us . You may also email us at privacy@nytimes.com with “Opt Out” in the subject line and your account number and phone num",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://privacy.theathletic.com/policies?modal=select-subject,here,Removal of Content for California Minors 5. How Long Do You Retain Data? 6. How Do You Protect My Information? 7. Are There Guidelines for Children? 8. How Is Information Transferred Internationally? 9. What Is Our Legal Basis? 10. What about,60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://globalprivacycontrol.org/,Global Privacy Control,Information iii. Managing Your Digital and Home Delivery Accounts iv. Browser and Platform Controls • Cookie Controls • Global Privacy Control • Do Not Track • Mobile Advertising ID Controls • Email Web Beacons • LiveRamp ATS v. Opt Out of Targeted Advertising,60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=612080,an E.U. data protection authority,"ivacy Request” and provide the relevant information in the email. In the European Union, you can lodge a complaint with an E.U. data protection authority . In Australia or New Zealand, if you are not satisfied with our resolution of your complaint, you can contact the Offi",60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,link,https://www.privacy.org.nz,www.privacy.org.nz,hrough their website at www.oaic.gov .au or the Office of the New Zealand Privacy Commissioner through their website at www.privacy.org.nz . We encourage you to first contact us with any questions or concerns. 4. (B) California Privacy Notices and Rights If,60,200,keyword_link,en,0.9058302640914917
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,form,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,Contact Customer Care,"ectly by The Athletic, you must separately manage your communications preferences on your The Athletic settings page or contact customer care. • Mail or Telephone Promotions You can ask us to unsubscribe from our mail or telephone solicitations. In some jurisdi",60,200,button_form_candidate,en,0.9058302640914917
nytimes.com,https://www.nytimes.com/privacy/cookie-policy,link,https://www.nytimes.com/es/privacy/cookie-policy,Español,ork Times The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The Times and Your Data Cookie Policy The Times and Your Data The trust of our readers is essential. The New York,60,200,keyword_link,en,0.8711453745163681
nytimes.com,https://www.nytimes.com/privacy/cookie-policy,link,https://www.nytimes.com/zh-hans/privacy/cookie-policy,简体中文,s The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The Times and Your Data Cookie Policy The Times and Your Data The trust of our readers is essential. The New York Times,60,200,keyword_link,en,0.8711453745163681
nytimes.com,https://www.nytimes.com/privacy/cookie-policy,link,https://support.microsoft.com/en-us/help/4468242/microsoft-edge-browsing-data-and-privacy-microsoft-privacy,Microsoft Edge,"ve not disabled Total Cookie Protection. There is therefore less need to manage cookies to protect your privacy. Chrome Microsoft Edge : Enabling tracking prevention with Edge will protect you from being tracked between sites, such that there will be les",60,200,keyword_link,en,0.8711453745163681
nytimes.com,https://www.nytimes.com/privacy/cookie-policy,link,https://www.nytimes.com/privacy/california-notice,California Notice,lease try again later. The New York Times © 2026 The New York Times Company Privacy F.A.Q. Privacy Policy Cookie Policy California Notice Third Parties Terms of Service,60,200,keyword_link,en,0.8711453745163681
nytimes.com,https://www.nytimes.com/privacy/cookie-policy,link,https://www.nytimes.com/privacy/terms-of-service,Terms of Service,ork Times © 2026 The New York Times Company Privacy F.A.Q. Privacy Policy Cookie Policy California Notice Third Parties Terms of Service,60,200,keyword_link,en,0.8711453745163681
nytimes.com,https://www.nytimes.com/privacy/manage-settings,link,https://www.nytimes.com/es/privacy/manage-settings,Español,ork Times The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The New York Times © 2026 The New York Times Company Privacy F.A.Q. Privacy Policy Cookie Policy California Notice,60,200,keyword_link,en,0.9640743732452393
nytimes.com,https://www.nytimes.com/privacy/manage-settings,link,https://www.nytimes.com/zh-hans/privacy/manage-settings,简体中文,s The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The New York Times © 2026 The New York Times Company Privacy F.A.Q. Privacy Policy Cookie Policy California Notice Thir,60,200,keyword_link,en,0.9640743732452393
nytimes.com,https://www.nytimes.com/privacy,link,https://www.nytimes.com/es/privacy,Español,ork Times The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The Times and Your Data Privacy F.A.Q. The Times and Your Data The trust of our readers is essential. Our readers,60,200,keyword_link,en,0.8726794123649597
nytimes.com,https://www.nytimes.com/privacy,link,https://www.nytimes.com/zh-hans/privacy,简体中文,s The Times and your Data Main Menu Privacy F.A.Q. Privacy Policy Cookie Policy Manage Settings English English Español 简体中文 The Times and Your Data Privacy F.A.Q. The Times and Your Data The trust of our readers is essential. Our readers shoul,60,200,keyword_link,en,0.8726794123649597
nytimes.com,https://www.nytimes.com/privacy,link,https://www.nytimes.com/2023/08/23/business/youtube-ads-kids-children-privacy.html?searchResultPosition=17,Business,"earn more about how companies use personal data online? The Times regularly publishes pieces on the topic, including in Business , Technology , and Smarter Living . In 2019 and 2020, our Opinion series, The Privacy Project , explains how online pri",60,200,keyword_link,en,0.8726794123649597
nytimes.com,https://www.nytimes.com/privacy,link,https://www.nytimes.com/2023/10/14/technology/artifical-intelligence-children-privacy-internet.html,Technology,"bout how companies use personal data online? The Times regularly publishes pieces on the topic, including in Business , Technology , and Smarter Living . In 2019 and 2020, our Opinion series, The Privacy Project , explains how online privacy affects",60,200,keyword_link,en,0.8726794123649597
nytimes.com,https://www.nytimes.com/privacy,link,https://www.nytimes.com/series/new-york-times-privacy-project,The Privacy Project,"es pieces on the topic, including in Business , Technology , and Smarter Living . In 2019 and 2020, our Opinion series, The Privacy Project , explains how online privacy affects your daily life — and shows you how to take control of your data. 8 . Does The Ti",60,200,keyword_link,en,0.8726794123649597
nytimes.com,https://www.nytco.com/#home=true,link,https://www.nytco.com/investors/#contacts-and-resources,Contacts and Resources,sm for curious people seeking to understand and engage with the world. Investor Relations Investor Events Investor News Contacts and Resources Governance Documents Our Board of Directors Our Company About Us Mission and Values History People Our Culture In the C,60,200,keyword_link,en,0.99
nytimes.com,https://www.nytco.com/#home=true,link,https://www.nytco.com/contact/,Contact Us,ith CPJ’s Gwen Ifill Press Freedom Award AG Sulzberger at Web Summit 2025: Upholding Independence in a Time of Pressure Contact Us Partner With Us Privacy Policy Terms of Service Cookie Policy California Notice Your Privacy Choices © 2026 The New Yor,60,200,keyword_link,en,0.99
nytimes.com,https://www.nytco.com/#home=true,link,https://help.nytimes.com/10940941449492-The-New-York-Times-Company-Privacy-Policy#4-b-california-privacy-notices-and-rights-57,California Notice,: Upholding Independence in a Time of Pressure Contact Us Partner With Us Privacy Policy Terms of Service Cookie Policy California Notice Your Privacy Choices © 2026 The New York Times Company,60,200,keyword_link,en,0.99
nytimes.com,https://www.nytco.com/#home=true,link,https://www.nytimes.com/privacy/your-privacy-choices,Your Privacy Choices,ndence in a Time of Pressure Contact Us Partner With Us Privacy Policy Terms of Service Cookie Policy California Notice Your Privacy Choices © 2026 The New York Times Company,60,200,keyword_link,en,0.99
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,email,privacy@nytimes.com,,"that supplement this policy ( e.g., Reader Submissions ). If you have questions, please don’t hesitate to contact us at privacy@nytimes.com . You can also review our Privacy F.A.Q. Table of Conten 1. What Information Do We Gather About You? The information we",100,200,text_email,en,0.905829906463623
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,email,privacy@theathletic.com,,"ng us at our toll-free number, 1-800-NYTIMES. In order to exercise your choices for The Athletic, click here or contact privacy@theathletic.com . In your request, please be specific. State the information you want changed, whether you’d like your information supp",100,200,text_email,en,0.905829906463623
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,mailto,privacy@nytimes.com,privacy@nytimes.com,"that supplement this policy ( e.g., Reader Submissions ). If you have questions, please don’t hesitate to contact us at privacy@nytimes.com . You can also review our Privacy F.A.Q. Table of Conten 1. What Information Do We Gather About You? The information we",100,200,mailto_link,en,0.905829906463623
nytimes.com,https://help.nytimes.com/115002797688-Policies/10940941449492-The-New-York-Times-Company-Privacy-Policy,mailto,privacy@theathletic.com,privacy@theathletic.com,"ng us at our toll-free number, 1-800-NYTIMES. In order to exercise your choices for The Athletic, click here or contact privacy@theathletic.com . In your request, please be specific. State the information you want changed, whether you’d like your information supp",100,200,mailto_link,en,0.905829906463623
nytimes.com,https://www.nytimes.com/,link,https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-The-New-York-Times,Contact Us,bite-sized puzzle in just a few minutes. Site Index Site Information Navigation © 2026 The New York Times Company NYTCo Contact Us Accessibility Work with us Advertise T Brand Studio Privacy Policy Cookie Policy Terms of Service Terms of Sale Site Ma,60,200,keyword_link,en,0.8881134986877441
